id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
175,2025年丰台区重大投资项目规划谋划项目其他服务采购项目,2025年丰台区重大投资项目规划谋划项目其他服务采购项目,100.0,北京市丰台区发展和改革委员会（本级）,未知,公开招标
176,邛崃市工业污水处理厂污泥处置服务项目,邛崃市工业污水处理厂污泥处置服务项目,536.55,邛崃市水务局,未知,公开招标
177,2026年食检院温江院区物业管理服务采购项目(二次),2026年食检院温江院区物业管理服务采购项目(二次),198.0,成都市食品检验研究院（成都市食品安全监测预警数据中心、成都市粮食质量安全检验检测中心）,未知,公开招标
178,2025年第五批医疗设备采购项目(二次),2025年第五批医疗设备采购项目(二次),70.0,三台县人民医院,未知,公开招标
179,2026年基础防护类医用耗材采购项目,2026年基础防护类医用耗材采购项目,201.16,陕西省人民医院,未知,公开招标
180,复旦大学附属中山医院青浦分院日常生活垃圾收运处理项目,复旦大学附属中山医院青浦分院日常生活垃圾收运处理项目,120.0,上海市青浦区中心医院,未知,公开招标
181,2026年基础通用类医用耗材采购项目,2026年基础通用类医用耗材采购项目,62.7,陕西省人民医院,未知,公开招标
182,2025～2028年徐闻县春蕾小学临聘教职工项目招标公告,2025～2028年徐闻县春蕾小学临聘教职工项目招标公告,,未知,未知,公开招标
183,2025年遥感智能监管系统项目,2025年遥感智能监管系统项目,198.0,古田县自然资源局,未知,公开招标
184,贵州“村超”灾后基础设施提升项目（设备采购）,贵州“村超”灾后基础设施提升项目（设备采购）,915.61,榕江县文体广电旅游局,未知,公开招标
185,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
186,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
187,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
188,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
189,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
190,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
191,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
192,杞县农业农村局杞县2025年度产油大县奖励资金项目,杞县农业农村局杞县2025年度产油大县奖励资金项目,1049.56,杞县农业农村局,未知,公开招标
193,省直统管小区保安保洁绿化维修收费服务项目,省直统管小区保安保洁绿化维修收费服务项目,694.02,河北省省直房地产服务中心,未知,公开招标
194,保定市公立医院改革与高质量发展示范项目部分医疗设备采购项目-实验检查设备,保定市公立医院改革与高质量发展示范项目部分医疗设备采购项目-实验检查设备,1039.91,保定市卫生健康委员会（本级）,未知,公开招标
195,河北体育学院宣传文化质量提升项目,河北体育学院宣传文化质量提升项目,70.0,河北体育学院,未知,公开招标
196,采供血设备购置,采供血设备购置,74.0,保定市中心血站,未知,公开招标
197,开元寺塔广场音乐喷泉维修保养服务项目,开元寺塔广场音乐喷泉维修保养服务项目,269.97,定州市城市管理综合行政执法局本级,未知,公开招标
198,邢台市南和区行政综合楼保安服务项目,邢台市南和区行政综合楼保安服务项目,100.0,中共邢台市南和区委机关后勤服务中心本级,未知,公开招标
199,光电测试和数据采集系统,光电测试和数据采集系统,185.0,西南科技大学,未知,公开招标
200,贵州医科大学附属医院2025年大规模设备更新项目,贵州医科大学附属医院2025年大规模设备更新项目,3500.0,贵州省卫生健康委员会,未知,公开招标
201,清华大学学员用双肩背包与黑色手提包采购,清华大学学员用双肩背包与黑色手提包采购,262.25,清华大学,未知,公开招标
202,1.5T磁共振成像系统设备采购项目(二次),1.5T磁共振成像系统设备采购项目(二次),700.0,成都市郫都区人民医院,未知,公开招标
203,2025年第二批医疗设备采购项目（13）,2025年第二批医疗设备采购项目（13）,298.4,成都市中西医结合医院（成都市第一人民医院、成都市中医医院）,未知,公开招标
204,三都县2025年受灾学校教学设备采购项目,三都县2025年受灾学校教学设备采购项目,88.8,三都水族自治县教育局,未知,公开招标
205,贵州医科大学附属医院中山大学附属第一医院贵州医院二期建设项目,贵州医科大学附属医院中山大学附属第一医院贵州医院二期建设项目,11830.0,贵州省卫生健康委员会,未知,公开招标
206,澄迈县云存储及配套机柜网络运维服务项目,澄迈县云存储及配套机柜网络运维服务项目,1699.74,澄迈县大数据和社会信用服务中心,未知,公开招标
207,千人报告厅视频及音频系统采购项目,千人报告厅视频及音频系统采购项目,300.0,赣南卫生健康职业学院,未知,公开招标
208,赣州市“对标深圳 虔城好办”政务服务 能力提升项目,赣州市“对标深圳 虔城好办”政务服务 能力提升项目,976.0,赣州市行政审批局,未知,公开招标
209,吉安市吉州区樟山卫生院康养结合大楼建设项目的办公家具家电厨卫等采购,吉安市吉州区樟山卫生院康养结合大楼建设项目的办公家具家电厨卫等采购,140.31,吉安市吉州区樟山卫生院,未知,公开招标
210,华东交通大学材料学院设备更新科研设备采购项目,华东交通大学材料学院设备更新科研设备采购项目,197.2,华东交通大学,未知,公开招标
211,赣州市低效用地再开发试点技术服务,赣州市低效用地再开发试点技术服务,360.0,赣州市自然资源局,未知,公开招标
212,龙岗中心医院立体停车库维修保养服务项目,龙岗中心医院立体停车库维修保养服务项目,108.0,深圳市龙岗中心医院,未知,公开招标
213,华东交通大学信工学院设备更新科研设备采购项目,华东交通大学信工学院设备更新科研设备采购项目,51.5,华东交通大学,未知,公开招标
214,万年县社区居家养老服务网络建设项目设施设备采购项目（适老化专用设备类）,万年县社区居家养老服务网络建设项目设施设备采购项目（适老化专用设备类）,226.52,万年县民政局,未知,公开招标
215,2025年病床及钢制设备采购项目(三次),2025年病床及钢制设备采购项目(三次),100.44,成都中医药大学附属医院,未知,公开招标
216,南山区水务执法辅助服务,南山区水务执法辅助服务,121.34,深圳市南山区水务局,未知,公开招标
217,县域高质量发展（急救和生命支持设备）采购项目,县域高质量发展（急救和生命支持设备）采购项目,325.0,遂宁市安居区人民医院,未知,公开招标
218,云南省曲靖中心医院广告宣传服务采购项目（二次）,云南省曲靖中心医院广告宣传服务采购项目（二次）,240.0,云南省曲靖中心医院,未知,公开招标
219,阳江市江城区城北幼儿园教学场室设备建设项目（教育办公家具及幼儿设备）招标公告（项目编号：YJGPC2025076Z）,阳江市江城区城北幼儿园教学场室设备建设项目（教育办公家具及幼儿设备）招标公告（项目编号：YJGPC2025076Z）,,未知,未知,公开招标
220,西乡县2025年低碳近零碳试点建设服务项目(二次),西乡县2025年低碳近零碳试点建设服务项目(二次),200.0,汉中市生态环境局西乡分局,未知,公开招标
221,襄阳市中心医院高精度手术显微镜及荧光成像系统采购项目,襄阳市中心医院高精度手术显微镜及荧光成像系统采购项目,300.0,襄阳市中心医院,未知,公开招标
222,购置“两专科一中心”医疗设备采购项目,购置“两专科一中心”医疗设备采购项目,32.97,蒲江县中医医院,未知,公开招标
223,家庭垃圾分类设施改造,家庭垃圾分类设施改造,289.0,荆州市城市管理执法委员会本级,未知,公开招标
224,2025年涪城区俊秀家园、嘉禾佳园、立山公寓等160个老旧小区配套设施改造项目监理,2025年涪城区俊秀家园、嘉禾佳园、立山公寓等160个老旧小区配套设施改造项目监理,199.0,绵阳市涪城区城市更新服务中心,未知,公开招标
225,遵义市播州区人民医院、播州区妇幼保健院保洁、护工等劳务服务采购项目,遵义市播州区人民医院、播州区妇幼保健院保洁、护工等劳务服务采购项目,912.36,遵义市播州区人民医院,未知,公开招标
226,2025年电力设施维护项目(三次),2025年电力设施维护项目(三次),55.0,成都中医药大学附属医院,未知,公开招标
227,邯郸市公安局应急保障机动化体系二期建设项目,邯郸市公安局应急保障机动化体系二期建设项目,163.23,邯郸市公安局本级,未知,公开招标
228,中药配方颗粒采购项目(三次),中药配方颗粒采购项目(三次),65.0,大邑县妇女儿童医院(大邑县妇幼保健院),未知,公开招标
229,云南省疾病预防控制中心国家区城公共卫生中心（云南）建设项目放射工作人员职业健康检查设备采购项目（2025-89）,云南省疾病预防控制中心国家区城公共卫生中心（云南）建设项目放射工作人员职业健康检查设备采购项目（2025-89）,85.0,云南省疾病预防控制中心,未知,公开招标
