id,company_name,credit_code,registration_date,company_type,legal_representative,registered_capital_value,province,city,registration_address,business_scope
55,上海 伦达 文化 传播 有限公司,91310114MA1GW3L93F,2019-01-03,未知类型,刘畅,0.0,上海,嘉定,上海市 嘉定区 科福路 358 _ 368 号 4 幢 1 层 E 区 J4122 室,文化 艺术交流 策划 ， 从事 网络 技术 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 图文 设计 制作 ， 企业 管理 咨询 ， 动漫 设计 ， 设计 制作 代理 发布 各类 广告 ， 展览 展示 服务 ， 会务 服务 ， 玩具 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
56,上海 允焱 文化 传播 有限公司,91310114MA1GW3KX3E,2019-01-03,未知类型,陆琰,0.0,上海,嘉定,上海市 嘉定区 科福路 358 _ 368 号 4 幢 1 层 E 区 J4135 室,文化 艺术交流 策划 ， 图文 设计 制作 ， 展览 展示 服务 ， 贸易 经纪 与 代理 除 拍 买 ， 电子商务 不得 从事 增值 电信 金融业务 ， 宠物用品 花卉苗木 服装服饰 鞋帽 纺织品 针织品 及 原料 钟表 箱包 卫生用品 化妆品 眼镜 除 隐形眼镜 装饰 物品 家用电器 文具用品 体育用品 及 器材 珠宝首饰 工艺品 象牙 及其 制品 除外 艺术品 除 文物 日用百货 厨房用具 母婴 用品
57,上海 全英 信息 科技 有限公司,91310120MA1HQH6514,2019-01-03,未知类型,钱俊,0.0,上海,奉贤,上海市 奉贤区 岚 丰路 1150 号 3 幢 4378 室,从事 信息 科技 软件 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 电子商务
58,上海 中纭 实业 有限公司,91310115MA1K49BM3G,2019-01-03,未知类型,戴炎,0.0,上海,自贸区,中国 上海 自由贸易 试验区 马吉路 2 号 1101 室,市场 营销策划 ， 企业 管理 咨询 ， 商务信息 咨询 ， 会务 服务 ， 展览 展示 服务 ， 园林绿化 ， 机电设备 的 安装 维修 ， 化工原料 及 产品
59,上海 享信 建筑 装饰 有限公司,91310112MA1GCAGB84,2019-01-03,未知类型,刘宁,0.0,上海,闵行,上海市 闵行区 放鹤路 1088 号,建筑装修 装饰 建设工程 专业 施工 环保 建设工程 专业 施工 市政 公用 建设 工程施工 绿化 工程 ， 水电 安装 ， 机械设备 维修 ， 仓储 服务 除 危险品 ， 保洁 服务 ， 汽车 零部件 及 机械配件 水性 涂料 金属材料 化工原料 及 产品
60,上海 功著 疏浚 服务 有限公司,91310116MA1JBEYB0Y,2019-01-03,未知类型,邹华洪,0.0,上海,金山,上海市 金山区 石化 卫清 西路 1391 号 第 7 幢 L137 室,河道 疏浚 工程 ， 电力 建设 工程施工 ， 土建工程 ， 建筑工程 ， 保洁 服务 ， 绿化 养护 ， 园林绿化 工程 ， 建材 销售 ， 自有 设备 租赁 ， 商务 咨询 ， 国内 货物运输 代理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
61,上海 厚望 建筑工程 有限公司,91310120MA1HQH3F4N,2019-01-03,未知类型,常光宇,0.0,上海,奉贤,上海市 奉贤区 新 杨 公路 1800 弄 2 幢 2497 室,建筑 建设 工程施工 ， 市政 公用 建设 工程施工 ， 园林绿化 工程施工 ， 环境工程 建设工程 专项 设计 ， 风景园林 建设工程 专项 设计 ， 建筑材料 苗木 的 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
62,上海 中则 信 电子商务 有限公司,91310117MA1J3AT12P,2019-01-03,未知类型,冯学成,0.0,上海,松江,上海市 松江区 小 昆山 镇文翔 路 5016 号,电子商务 不得 从事 增值 电信 金融业务 ， 保健用品 针纺织品 服装鞋帽 日用百货 化妆品 钟表 眼镜 除 隐形眼镜 箱包 办公 文化用品 体育用品 珠宝首饰 工艺 礼品玩具 电子产品 乐器 照相 器材 一类 医疗器械 家用电器 计算机 软硬件 化工产品 除 危险 化学品 监控 化学品 烟花爆竹 民用 爆炸 物品 易制毒 化学品 矿产品
63,上海 六居 贸易 有限公司,91310120MA1HQGXP4B,2019-01-03,未知类型,宋志明,0.0,上海,奉贤,上海市 奉贤区 海湾 镇 五四 公路 4399 号 93 幢 1723 室,机器人 机电设备 一类 医疗器械 建筑材料 机械设备 化工原料 及 产品
64,上海 卓知 国际贸易 有限公司,91310120MA1HQH045D,2019-01-03,未知类型,崔文龙,0.0,上海,奉贤,上海市 奉贤区 海湾 镇 五四 公路 4399 号 93 幢 1768 室,从事 货物 及 技术 进出口 业务 ， 化妆品 日用百货 一类 医疗器械 家用电器 电子产品 服装服饰 针纺织品 纺织 原料 鞋帽 皮具 箱包 灯具 工艺品 家具 装饰 材料 的 批发 零售 ， 电子商务 不得 从事 金融业务 ， 仓储 服务
65,上海 久度 文化 传播 有限公司,91310117MA1J3AQQ8N,2019-01-03,未知类型,崔月明,0.0,上海,松江,上海市 松江区 小 昆山 镇文翔 路 5016 号,文化 艺术交流 活动 策划 ， 平面设计 ， 电脑 图文 设计 制作 ， 设计 制作 各类 广告 ， 企业 管理 咨询 ， 商务信息 咨询 ， 会务 服务 ， 电子商务 不得 从事 增值 电信 金融业务 ， 市场 信息 咨询 与 调查
66,上海 丘竹 贸易 有限公司,91310120MA1HQH5988,2019-01-03,未知类型,杨琪,0.0,上海,奉贤,上海市 奉贤区 望园 路 2066 弄 7 幢,化妆品 母婴 用品 数码产品 电子产品 家用电器 日用百货 的 批发 零售 ， 食用 农产品 的 销售 ， 电子商务
67,上海 介盛 实业 有限公司,91310114MA1GW3JC5D,2019-01-03,未知类型,胡雄,0.0,上海,嘉定,上海市 嘉定区 江桥 镇 沙河 路 337 号 1 _ 203 室 J1583,五金产品 汽车 零部件 机械设备 卫生洁具 的 销售 ， 电子商务
68,上海 其熙 文化 传播 有限公司,91310114MA1GW3L85L,2019-01-03,未知类型,周仲林,0.0,上海,嘉定,上海市 嘉定区 科福路 358 _ 368 号 4 幢 1 层 E 区 J4150 室,文化 艺术交流 策划 ， 设计 制作 代理 发布 各类 广告 ， 公关活动 组织 策划 ， 创意 服务 ， 摄影 摄像 服务
69,上海 世纪 朵 云 文化 发展 有限公司 思南路 分公司,91310101MA1FPD5R7B,2019-01-03,未知类型,冯洁,0.0,上海,黄浦,上海市 黄浦区 复兴 中路 517 号,"文化用品 字画 工艺美术品 ( 象牙 及其 制品 除外 ) 文教 用品 照相 器材 计算机 通信 设备 日用百货 针纺织品 服装服饰 电子产品 的 销售 , 展览 展示 服务 , 会务 服务 , 设计 制作 各类 广告 , 商务信息 咨询 , 市场 营销策划 , 自有 设备 租赁 , 文化 艺术交流 策划 ， 从事 计算机网络 科技领域 内 的 技术 服务 技术咨询 技术转让 ， 物业管理 ， 各类 商品 拍卖"
70,上海 华祝 企业 管理 有限责任 公司,91310116MA1JBERX6P,2019-01-03,未知类型,苏正,0.0,上海,金山,上海市 金山区 山阳 镇亭卫 公路 1500 号 四层 C108 室,企业 管理 咨询 ， 商务信息 咨询 ， 商务 咨询 ， 商品信息 咨询 ， 酒店 管理 ， 餐饮企业 管理 ， 停车场 管理 服务 ， 自有 汽车 租赁 ， 保洁 服务 ， 计算机信息 系统集成 服务 ， 数据处理 服务 ， 仓储 服务
71,上海 佳新 环境 管理 有限公司,91310120MA1HQGYA80,2019-01-03,未知类型,黄光群,0.0,上海,奉贤,上海市 奉贤区 青 村镇 光明 浦星 公路 6965 号 第 2 幢 1209 室,环境工程 建设工程 专项 设计 ， 保洁 服务 ， 建筑物 清洁 服务 ， 建筑 装饰 装修 建设工程 设计 与 施工 ， 园林绿化 工程施工 ， 绿化 养护 ， 展览 展示 服务 ， 家政 服务 ， 企业 管理 咨询 ， 会务 服务 ， 水电 安装 ， 打包 服务 ， 建筑 智能化 建设工程 设计 与 施工 ， 暖通 设备 包装材料 办公用品 体育用品 电子产品 一般 劳防 用品 清洁用品 酒店用品 石材 建材 日用百货 批发 零售 ， 从事 安防 科技领域 内 的 技术 服务 技术转让 技术咨询 技术开发 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
72,上海 博帅 商贸 有限公司,91310116MA1JBEUH4G,2019-01-03,未知类型,付宏博,0.0,上海,金山,上海市 金山区 山阳 镇龙皓路 585 弄 10 号 115 室,计算机软件 及 辅助 设备 ， 日用百货 ， 电子产品 ， 机电设备 ， 汽车配件 ， 建筑 装潢 材料 ， 空调设备 ， 制冷 设备 ， 工艺礼品 ， 珠宝饰品 ， 摄影 器材 ， 照明设备 ， 包装材料 ， 办公设备 ， 通讯器材 ， 皮革制品 销售 ， 仓储 服务
73,上海 五乾 餐饮 管理 有限公司,91310120MA1HQGY06F,2019-01-03,未知类型,吴海波,0.0,上海,奉贤,上海市 奉贤区 星火 开发区 莲塘 路 251 号 14 幢 11058 室,餐饮企业 管理 ， 酒店 管理 ， 商务信息 咨询 ， 品牌 管理 ， 品牌 策划 ， 电子商务
74,上海 乾莘 实业 有限公司,91310116MA1JBF1A50,2019-01-03,未知类型,赵国伟,0.0,上海,金山,上海市 金山区 枫泾镇 环东 一路 65 弄 7 号 3877 室,五金 电器 ， 日用百货 ， 电子设备 ， 电子产品 ， 汽车配件 ， 办公设备 ， 家具 ， 板材 ， 木材 ， 石材 ， 金属制品 ， 不锈钢 制品 ， 橡 塑制品 ， 塑料制品 ， 包装材料 ， 保温材料 ， 机械设备 ， 模具 ， 电线电缆 ， 建筑材料 ， 化工原料 及 产品 除 危险 化学品 监控 化学品 烟花爆竹 民用 爆炸 物品 易制毒 化学品 ， 医疗器械
75,上海 乐地 信息 科技 有限公司,91310120MA1HQH4757,2019-01-03,未知类型,邹美亚,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 2 层,从事 信息 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 旅游 咨询 ， 商务信息 咨询 ， 旅客 票务 代理 ， 国内 货物运输 代理 ， 餐饮 服务
76,上海 启索 建筑材料 设备 有限公司,91310113MA1GN79H4C,2019-01-03,未知类型,郑兴茂,0.0,上海,宝山,上海市 宝山区 沪 太路 6397 号 1 - 2 层 F7 区 1151 室,建筑材料 仪器仪表 五金交电 金属材料 除 专控 装饰 材料 实验室 设备 办公 家具 办公设备 日用百货 橡 塑制品 机械设备 集装箱 销售 ； 房地产 信息 咨询 ； 企业 营销策划 ； 市场 信息 咨询 与 调查
77,上海 允星 科技 有限公司,91310118MA1JMTRB79,2019-01-03,未知类型,许杨波,0.0,上海,青浦,上海市 青浦区 北盈路 388 号 5 幢 三层 314 室,从事 电子科技 医疗 科技 网络科技 人工智能 科技 专业 技术 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 机械设备 的 安装 维修 ， 电子商务
78,上海 亿峰龙 家居用品 有限公司,91310117MA1J3ARW31,2019-01-03,未知类型,吴锋,0.0,上海,松江,上海市 松江区 九亭 镇九泾路 655 号 6 幢 102 室,家居用品 卫生洁具 家用电器 陶瓷制品 厨房用具 窗帘 门窗 五金交电 灯具 建筑 装饰 材料
79,上海 仁龙 网络科技 有限公司,91310117MA1J3AMP48,2019-01-03,有限责任公司,吴龙兴,0.0,上海,松江,上海市 松江区 荣乐 中路 12 弄 136 号,网络计算机 电子科技 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 计算机系统 集成 ， 计算机软件 开发 ， 网络工程 ， 企业 管理 咨询 ， 企业 营销策划 ， 从事 货物 及 技术 的 进出口 业务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
80,上海 发富 报关 有限公司,91310120MA1HQH3H0C,2019-01-03,未知类型,万满香,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 2 层,报关 业务 ， 进出口 商品检验 鉴定 ， 国内 货物运输 代理 ， 仓储 服务
81,上海 勇传 贸易 有限公司,91310117MA1J3AQU01,2019-01-03,未知类型,李坤宾,0.0,上海,松江,上海市 松江区 小 昆山 镇港业 路 216 号,体育用品 办公设备 电子产品 眼镜 及 配件
82,上海 势易 科技 有限公司,91310120MA1HQGYD2G,2019-01-03,未知类型,叶志雄,0.0,上海,奉贤,上海市 奉贤区 柘林 镇 胡桥 社区 农交路 28 号 第 2 幢 2568 室,从事 自动化 科技 机械 科技 智能化 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 机械设备 及 配件 智能化 设备 机电设备 及 配件 设计 制造 加工
83,上海 凯泰 洗涤 服务 有限公司,91310117MA1J3ANC4J,2019-01-03,未知类型,韦爱群,0.0,上海,松江,上海市 松江区 车墩 镇莘莘路 32 号 4145,洗涤 服务 ， 保洁 服务 ， 从事 洗涤 科技领域 内 的 技术开发 技术转让 技术 服务 技术咨询 ， 酒店用品 洗涤 用品 服装服饰 针纺织品 工艺礼品 机械设备 卫浴 洁具 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
84,上海 仁章 果蔬 专业 合作社,93310116MA1M82550E,2019-01-03,未知类型,柳晨豪,0.0,上海,金山,上海市 金山区 张堰镇 桑园 村 18 组 1070 号,果蔬 ， 花卉 ， 树木 ， 水稻 种植 ， 有机肥 ， 化肥 ， 包装 种子 ， 工具 刃具 ， 食用 农产品 销售 ， 园林绿化 工程 ， 景观设计 ， 园林设计 ， 电子商务
85,上海 千朵 房地产 开发 有限公司,91310116MA1JBEX47P,2019-01-03,未知类型,张巧凤,0.0,上海,金山,上海市 金山区 亭林镇 兴工 路 225 号 1 幢 1928 室,房地产 开发 ， 房地产 营销策划 ， 房地产 经纪 ， 房地产 咨询 ， 商务信息 咨询 ， 市场 营销策划 ， 企业形象 策划 ， 建筑设计 ， 景观设计 ， 室内装潢 设计 ， 建筑 装饰 工程 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
86,上海 众锴 实业 有限公司,91310116MA1JBERL8L,2019-01-03,未知类型,俞依风,0.0,上海,金山,上海市 金山区 山阳 镇浦卫 公路 16299 弄 11 号 1 层 122 室 N4,建设工程 项目管理 咨询 ， 环保 工程 ， 网页 设计 制作 ， 办公 文化用品 ， 游艺 器材 及 娱乐 用品 ， 玉器 ， 珠宝饰品 销售 ， 房地产 营销策划 ， 房地产 咨询 ， 商务 咨询 ， 市场 营销策划 ， 广告设计 制作 代理 发布 ， 创意 服务 ， 财务咨询 ， 城市 规划设计 ， 平面设计 ， 动漫 设计 ， 园林工程 ， 绿化 养护 ， 楼宇 保洁 服务 ， 婚庆 服务 ， 婚礼 策划 ， 家政 服务 ， 房地产 经纪 服务 ， 物业管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
87,上海 俱玢 环保 科技 有限公司,91310120MA1HQH0X2X,2019-01-03,未知类型,范海峰,0.0,上海,奉贤,上海市 奉贤区 沿钱 公路 5599 号 21364 室,从事 环保 科技 新能源 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 商务信息 咨询 ， 市场 营销策划 ， 展览 展示 服务 ， 会务 服务 ， 企业 管理 咨询 ， 设计 制作 代理 发布 各类 广告 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
88,上海 兴邺 建筑工程 有限公司,91310120MA1HQH0613,2019-01-03,未知类型,彭光瑞,0.0,上海,奉贤,上海市 奉贤区 场 中路 629 号,建筑 建设 工程施工 ， 公路 路面 建设工程 专业 施工 ， 公路交通 建设工程 专业 施工 ， 建筑装修 装饰 建设工程 专业 施工 ， 园林绿化 工程施工 ， 建设 工程施工 劳务 作业 ， 水利水电 机电 安装 建设工程 专业 施工 ， 五金交电 金属材料 建材装饰 材料 的 批发 零售 ， 国内 货物运输 代理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
89,上海 予福 包装材料 有限公司,91310117MA1J3AMXXU,2019-01-03,未知类型,滕福友,0.0,上海,松江,上海市 松江区 乐都 西路 825 弄 8990 号 5 层,包装材料 五金制品 金属制品 金属材料 塑料制品 纸制品 建筑 装饰 材料
90,上海 凯米 体育 文化 传播 有限公司,91310110MA1G8WAC63,2019-01-03,未知类型,黄琴,0.0,上海,杨浦,上海市 杨浦区 恒仁路 350 号 一层 ( 集中 登记 地 ),文化 艺术交流 活动 策划 ， 体育 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 健康 管理 咨询 ， 公关活动 策划 ， 体育赛事 活动 策划 ， 体育场馆 管理 ， 旅游 咨询 ， 票务 代理 ， 广告设计 制作 代理 ， 展示 展览 服务 ， 服装鞋帽 及 体育用品 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
91,上海 卫德 物业管理 有限公司,91310116MA1JBETC7Y,2019-01-03,未知类型,谢文军,0.0,上海,金山,上海市 金山区 山阳 镇卫清 东路 2312 号 4 幢 3 层 K87 室,物业管理 ， 停车场 管理 服务 ， 家政 服务 ， 楼宇 保洁 服务 ， 弱电 工程 ， 楼宇 智能化 工程 ， 建筑装修 装饰 建设工程 专业 施工 ， 河道 疏浚 工程 ， 市政工程 ， 园林绿化 工程 ， 日用百货 ， 五金交电 ， 电子 数码产品 ， 办公 文化用品 ， 劳防 用品 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
