id,product_name,keyword,price,supplier,address,description,product_category,collection_time,collection_time_2,supplier_2,created_at,updated_at
83,球墨铸铁井盖700x800 国标品质 性能良好 稳定防腐 源头定制,井盖,500.0,山西晨晖斯诺尔铸业集团有限公司,山西省晋城市泽州县南村镇南马匠村东300米,类别：五金机电;五金配件;井盖,其他,2026-01-17,2026-01-17,山西晨晖斯诺尔铸业集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
84,下水道用圆形球墨铸铁井盖 重型700/800/900雨污水井 盖 现货现,井盖,189.0,聊城鑫晨钢铁有限公司,山东省聊城经济技术开发区东城办事处东昌东路当代国际广场时尚办公5号楼1704室,类别：五金机电;五金配件;井盖,其他,2026-01-17,2026-01-17,聊城鑫晨钢铁有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
85,泰卓生产树脂复合井盖 市政工程水表电力井检查盖板现货批发,井盖,87.0,泊头市泰卓量具制造有限公司,河北省沧州市泊头市交河镇新华街,类别：五金机电;五金配件;井盖,其他,2026-01-17,2026-01-17,泊头市泰卓量具制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
86,球磨铸铁排水管 球墨井盖 及配套设施 新兴铸管,井盖,2650.0,广东泽巨钢铁有限公司,佛山市顺德区乐从镇广东乐从钢铁世界A10区钢铁世界大道02号二层（住所申报）,类别：冶金钢材;管材;铸铁管,其他,2026-01-17,2026-01-17,广东泽巨钢铁有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
87,广 西百色 圆型球墨铸铁井盖 小区电力防坠落盖板 承接工程 恒宥乾 z6,井盖,100.0,广西恒宥乾建材有限公司,广西玉林市玉博大道鸿源铸造厂845号,类别：五金机电;五金配件;井盖,其他,2026-01-17,2026-01-17,广西恒宥乾建材有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
88,电力通讯球墨铸铁井盖 城市建设排水道路篦子 球墨铸 铁井 盖精选厂 家,井盖,126.0,河北源真建材有限公司,河北省沧州市泊头市齐桥镇齐桥村村委会西500米,类别：五金机电;五金配件;井盖,通讯,2026-01-17,2026-01-17,河北源真建材有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
89,不锈钢传递窗定手术室、实验室可用500*480*500支持非标定制,传递窗,428.0,苏州乐烁净化产品有限公司,苏州市吴江区黎里镇金家庄村1组32号（农村住宅）,类别：机械设备;车间设备;风淋室,实验室,2026-01-17,2026-01-17,苏州乐烁净化产品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
90,三兴净化 不锈钢 普通 洁净传递窗 降低污染 规格齐全,传递窗,7500.0,苏州工业园区三兴净化科技有限公司,苏州工业园区东环路378号1幢2092室,类别：办公文教;实验室用品;传递窗/风淋室,洁净,2026-01-17,2026-01-17,苏州工业园区三兴净化科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
91,药厂传递窗生产厂家 304不锈钢机械互锁紫外杀菌传递柜 净化工程,传递窗,450.0,瀚美瑞实验室系统设备（苏州）有限公司,苏州市吴中区光福镇福利村101号1-76室,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,瀚美瑞实验室系统设备（苏州）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
92,远大净化 不锈钢传递窗电子连锁 无尘车间紫外线杀菌机械传递柜,传递窗,3600.0,苏州市远大净化设备厂,苏州市相城区渭塘镇渭北工业小区玉盘路555号1号厂房,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,苏州市远大净化设备厂,2026-01-18 13:17:32,2026-01-18 13:17:32
93,传递窗生产厂家 304不锈钢 机械互锁 紫外杀菌 传递柜 净化工程,传递窗,450.0,苏州如卡本环保科技有限公司,江苏省苏州市吴江区桃源镇梵香村（波士顿电梯（苏州）有限公司内）,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,苏州如卡本环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
94,AS-R-S-2型 手动全半自动 风淋室传递窗 喷嘴口直径26mm 效率99.95%,传递窗,3000.0,南京伊希欧科技发展有限公司,南京市六合区龙池街道新集东路1183号2号楼3号楼1层,类别：机械设备;车间设备;风淋室,其他,2026-01-17,2026-01-17,南京伊希欧科技发展有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
95,供应净化传递窗 实验室传递门窗精选工厂直营 优质选材 做工精良,传递窗,750.0,四川川蜀净化设备有限公司,四川新津工业园区兴化10路669号,类别：办公文教;实验室用品;传递窗/风淋室,实验室,2026-01-17,2026-01-17,四川川蜀净化设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
96,手术室沈.阳传递窗 使用安全便捷 双向防护 用材精良,传递窗,750.0,沈阳广胜彩钢板有限公司,辽宁省沈阳市新城子区虎石台镇双楼子村2幢,类别：办公文教;实验室用品;传递窗/风淋室,其他,2026-01-17,2026-01-17,沈阳广胜彩钢板有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
97,斯迪沃双向传不锈钢传递窗 自净式机械互锁传递 窗生产,传递窗,1500.0,成都斯迪沃机电设备有限公司,成都高新区(西区)西芯大道4号,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,成都斯迪沃机电设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
98,支持定制 钢质净化门气密门 密闭门净化窗 电子互锁传递窗,传递窗,480.0,山东捷诚门业有限公司,山东省德州市德城区天衢街道办事处德贤大街3777号德州东北城建材二区11号楼1-2层3号1层,类别：建材家装;窗;其他窗,电子,2026-01-17,2026-01-17,山东捷诚门业有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
99,应用于 航空航天 新能源 高密封性 洁净室传递窗 玖特,传递窗,300.0,山东玖特环境科技有限公司,山东省德州市天衢新区袁桥镇尚德十一路以北崇德五大道以东德州大学科技园A座1号-143,类别：建材家装;窗;其他窗,洁净,2026-01-17,2026-01-17,山东玖特环境科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
100,拓都净化 风淋传递窗 优质选材 一站式服务 厂家定制,传递窗,750.0,四川拓都净化设备有限公司,成都市郫都区现代工业港北片区港北四路395号,类别：办公文教;实验室用品;传递窗/风淋室,其他,2026-01-17,2026-01-17,四川拓都净化设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
101,常鑫板业传递物品用洁净室传递窗不锈钢金属支持定制精选商家,传递窗,120.0,江西常鑫板业有限公司,江西省南昌市青山湖区罗家镇竹山村88号,类别：办公文教;实验室用品;传递窗/风淋室,洁净,2026-01-17,2026-01-17,江西常鑫板业有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
102,201/304传递窗 不锈钢 自净式机械互锁洁净 支持定制,传递窗,400.0,苏州久扬净化科技有限公司,苏州市吴江区黎里镇金家坝金盛路848号,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,苏州久扬净化科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
103,不锈钢传递窗 实验室净化工程 304材质 无尘车间 源头厂家 中南净化,传递窗,450.0,苏州中南净化技术有限公司,江苏省苏州市吴江区黎里镇金家坝金华路469号,类别：办公文教;实验室用品;传递窗/风淋室,实验室,2026-01-17,2026-01-17,苏州中南净化技术有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
104,药厂食品厂传递窗304不锈钢紫外杀菌电子互锁传递柜支持非标定制,传递窗,500.0,四川铂悦林实验室设备有限公司,四川省成都市新都区大丰街道蓉北路一段2号附1号1栋2单元,类别：办公文教;实验室用品;传递窗/风淋室,电子,2026-01-17,2026-01-17,四川铂悦林实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
105,中科美日嵌入式传递箱双门互锁 无尘车间净化设备机械互锁传递窗,传递窗,880.0,深圳市中科美日净化设备有限公司,广东深圳,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,深圳市中科美日净化设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
106,传递窗 风淋室 电动互锁感应升降窗食品厂 不锈钢 龙煤,传递窗,3000.0,山东龙煤工矿机械集团有限公司,山东省济宁市高新区黄屯街道第七工业园A区2号,类别：办公文教;实验室用品;传递窗/风淋室,其他,2026-01-17,2026-01-17,山东龙煤工矿机械集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
107,洁净室传递窗 机械电子互锁 不锈钢材质 气密性能优,传递窗,3740.0,扬子江空调集团有限公司,浙江省杭州市滨江区乳泉路825号荟鼎智创中心9幢7层,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,扬子江空调集团有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
108,不锈钢电子互锁传递窗工厂批量定制 适用于医院实验室工厂,传递窗,2450.0,深圳市美日净化科技有限公司,广东深圳,类别：机械设备;空气净化设备;空气净化成套设备,电子,2026-01-17,2026-01-17,深圳市美日净化科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
109,旭康净化 货物风淋室 左右双侧吹淋 自净传递窗厂家,传递窗,1100.0,重庆旭康净化工程有限公司,重庆市南岸区学府大道58号25-12号,类别：机械设备;车间设备;风淋室,其他,2026-01-17,2026-01-17,重庆旭康净化工程有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
110,风淋传递窗电子互锁医药洁净食品加工实验室传递箱,传递窗,480.0,广州灵洁空气净化设备制造有限公司,广州市番禺区石基镇塱边村加宏路8号自编E车间,类别：办公文教;实验室用品;传递窗/风淋室,电子,2026-01-17,2026-01-17,广州灵洁空气净化设备制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
111,304 201不锈钢落地式传递窗 无尘车间洁净室互锁传递箱 可定制 源泰尔,传递窗,950.0,深圳市源泰尔洁净室设备有限公司,深圳市南山区西丽街道新围社区留仙洞关外20号厂房南科创启城A栋614,类别：办公文教;实验室用品;传递窗/风淋室,洁净,2026-01-17,2026-01-17,深圳市源泰尔洁净室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
112,取餐传递口提拉窗 学校食堂出菜口铝合金提升窗 可任意悬停,传递窗,340.0,佛山市鑫阳泰金属科技有限公司,佛山市南海区狮山镇横岗村马洞股份合作经济社地段自编8号（住所申报）,类别：建材家装;窗;铝合金窗,其他,2026-01-17,2026-01-17,佛山市鑫阳泰金属科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
113,勒盈克嵌入式传递窗 定制加工厂家 机械互锁气密性好,传递窗,796.0,勒盈 ull辐射防护工程有限公司,山东省聊城市东昌府区柳园街道凤凰工业园纬三路8号210厂房（海菲特智能科技公司院内）001号办公室,类别：冶金钢材;金属加工材;铅及铅合金材,机械,2026-01-17,2026-01-17,勒盈 ull辐射防护工程有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
114,冰净洁净室层流净化车间不锈钢洁净机械互锁传递窗,传递窗,650.0,东莞市冰净科技有限公司,广东省东莞市大岭山镇石大路大岭山段628号山湖碧桂园15栋213室,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,东莞市冰净科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
115,江鸿净化专业生产加工 不锈钢传递窗 厂家直供 品质保证,传递窗,450.0,苏州江鸿净化科技有限公司,浙江省杭州市滨江区乳泉路825号荟鼎智创中心9幢7层,类别：机械设备;车间设备;风淋室,其他,2026-01-17,2026-01-17,苏州江鸿净化科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
116,洁净不锈钢传递窗 自动控制 材质加厚 尺寸可定制,传递窗,1150.0,山东康瑞鑫净化科技有限公司,山东省青岛市城阳区书雨路118号8号楼,类别：办公文教;实验室用品;传递窗/风淋室,洁净,2026-01-17,2026-01-17,山东康瑞鑫净化科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
117,医学洁净窗 食品车间使用 机械互锁 304不锈钢传递窗,传递窗,520.0,洛阳邦途实验室设备有限公司,河南省洛阳市伊滨区庞村镇白草坡11组,类别：办公文教;实验室用品;传递窗/风淋室,机械,2026-01-17,2026-01-17,洛阳邦途实验室设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
118,橘子净化 规格600X600*600mm 304不锈钢 电子互锁传递窗,传递窗,380.0,德州玉叶春空调设备有限公司,山东省德州市经济技术开发区宋官屯街道办事处大学东路1186号德州亚太集团有限公司院内26号车间,类别：建材家装;窗;其他窗,电子,2026-01-17,2026-01-17,德州玉叶春空调设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
119,智能药品保险柜 毒麻精药品安全存储 双人权限管理 开柜实时报警,保险柜,90000.0,郑州瑞孚智能设备有限公司,河南省郑州市郑东新区崇德街19号中原数据产业大厦13层1314,类别：建材家装;商业/办公家具;药品柜,其他,2026-01-17,2026-01-17,郑州瑞孚智能设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
120,定制批发 字画存放保管箱大型 隐蔽安装设计 可远程控制 保险柜珠宝柜,保险柜,450.0,武邑涵美柜业有限公司,河北省衡水市武邑县肖桥头镇东逍遥村村委会东200米路南,类别：安全防护;防盗警报;保险柜,其他,2026-01-17,2026-01-17,武邑涵美柜业有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
121,防火防磁柜 电子密码 磁带光盘存储 冷轧钢 防盗指纹保险柜样式可定,保险柜,2500.0,河北兴硕金属制品有限公司,河北省衡水市武邑县桥头镇姜白塔村4区45号,类别：办公文教;防盗报警设备;保险柜/防盗柜,电子,2026-01-17,2026-01-17,河北兴硕金属制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
122,智能一体枪柜 枪支装备保管柜 数字化枪械收纳箱保险柜 全国发货,保险柜,2500.0,河北中工智能科技有限公司,武邑县肖桥头镇肖桥头村南50米,类别：安全防护;防盗警报;保险柜,其他,2026-01-17,2026-01-17,河北中工智能科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
123,润鑫 家用保险柜 床头中型指纹密码50cm高保险箱 内饰设计 底部设暗箱,保险柜,299.0,衡水润鑫钢木家具有限公司,河北省衡水市武邑县桥头镇武千路6号,类别：安全防护;防盗警报;保险柜,其他,2026-01-17,2026-01-17,衡水润鑫钢木家具有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
124,家用小型保险柜 密码锁珠宝柜 钢制保管箱款式,保险柜,1500.0,衡水东尚金属制品有限公司,武邑县肖桥头镇南口头村村东196米,类别：办公文教;防盗报警设备;保险柜/防盗柜,其他,2026-01-17,2026-01-17,衡水东尚金属制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
125,盛虎博物馆智能枪柜厂家 防盗柜规格 保险柜尺寸,保险柜,3200.0,河北盛虎柜业有限公司,河北衡水,类别：安全防护;防盗警报;保险柜,其他,2026-01-17,2026-01-17,河北盛虎柜业有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
126,银行业务库银行保险柜三类库异地值守智能系统防磁防潮双重保障,保险柜,24600.0,河北凯祺安防设备有限公司,河北省衡水市枣强县枣强镇李武庄,类别：办公文教;防盗报警设备;保险柜/防盗柜,其他,2026-01-17,2026-01-17,河北凯祺安防设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
