contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source
濮财市直招标采购-2025-37,中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目-中标公告,濮财市直招标采购-2025-37,中共濮阳市委政法委员会濮阳市社会治安综合治理信息平台优化提升项目,中共濮阳市委政法委员会,河南省濮阳市华龙区人民路158号,13839356876 18238315330,地 址,,孟凡景 李圆圆,其他,服务要求,1,详见合同,262.348779,服务标准,公开招标,2025年12月29日 18:49,2025年12月29日 18:49,河南省郑州市金水区经八路14号院附19号216室 代理机构联系方式: 17739362275,河南省,信息技术,清鸿工程咨询有限公司,zhongbiao_1767007436_9.txt,zhongbiao
441900009-2025-00957,2026年东莞市公安局松山湖分局高清治安视频图像扩建项目（第二期）光纤租赁服务采购项目结果公告,441900009-2025-00957,2026年东莞市公安局松山湖分局高清治安视频图像扩建项目（第二期）光纤租赁服务采购项目,东莞市公安局松山湖分局,,0769-23087602,,,王小姐,服务范围,服务要求,1,详见合同,856.094400,服务标准,公开招标,2025年12月29日 18:47,2025年12月29日 18:47,代理机构联系方式: 0769-85994321,广东省,服务业,,zhongbiao_1767007438_10.txt,zhongbiao
采购计划-[2025]-00774号-002,中聚新盛（北京）工程项目管理有限公司关于吉林省吉林中西医结合医院购买布草租赁洗涤服务项目中标(成交)结果公告,采购计划-[2025]-00774号-002,吉林省吉林中西医结合医院购买布草租赁洗涤服务项目,吉林省吉林中西医结合医院,,0432-65010937,,,王伟旭,服务,服务要求,1,详见合同,168.500000,服务标准,公开招标,2025年12月29日 18:46,2025年12月29日 18:46,代理机构联系方式: 17301031357,吉林省,医疗健康,,zhongbiao_1767007440_11.txt,zhongbiao
ZAH-ZC-2025088,中国共产党宁夏回族自治区委员会党校（宁夏行政学院）应用系统迁移适配项目（一、三、四、五标段）竞争性磋商采购结果公告,ZAH-ZC-2025088,中国共产党宁夏回族自治区委员会党校（宁夏行政学院）应用系统迁移适配项目（一、三、四、五标段）,中国共产党宁夏回族自治区委员会党校,,0951-6660065,,供应商联系电话,吕学宁,数量,服务要求,1,详见合同,84.926500,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,代理机构联系方式: 0951-8671262,宁夏回族自治区,软件开发,宁夏中安和项目管理有限公司,zhongbiao_1767007443_12.txt,zhongbiao
JXBX-25030-JC,［江西省公共资源交易平台］江西博信工程咨询有限公司关于金溪县2025年度国土变更调查项目（项目编号：JXBX-25030-JC ）的成交结果公告,JXBX-25030-JC,金溪县2025年度国土变更调查项目,金溪县自然资源局,金溪县秀谷镇大道9号,18279159423,抚州市城市勘测规划设计有限公司,江西省抚州市高新技术产业区市直办公楼2#楼5楼,祝希伦,其他,服务要求,1,详见合同,86.000000,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,江西省抚州市临川区抚州one互联网创业园S1-1幢 代理机构联系方式: 18958514121,江西省,其他,江西博信工程咨询有限公司,zhongbiao_1767007445_13.txt,zhongbiao
ZTSY-ZC【2025】032,［江西省公共资源交易平台］吉州区原林权登记成果清理规范及整合建库工作项目结果公示,ZTSY-ZC【2025】032,吉州区原林权登记成果清理规范及整合建库工作项目,吉安市自然资源局吉州分局综合服务中心,吉安市吉州区西肖家巷1号,0796-8225164,北京天耀宏图科技股份有限公司,北京市海淀区东北旺北京中关村软件园孵化器2号楼2340室,李鹏,其他,服务要求,1,详见合同,56.382903,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,江西省吉安市吉州区平园路9号金光道集团总部大厦16楼 代理机构联系方式: 17379646780,江西省,其他,中天顺韵建设管理有限公司,zhongbiao_1767007448_14.txt,zhongbiao
JXTZ2025010141,［江西省公共资源交易平台］江西省铜咨招标咨询有限公司关于弋阳县城区环卫第三轮政府购买服务项目（招标编号：JXTZ2025010141）公开招标结果公告,JXTZ2025010141,弋阳县城区环卫第三轮政府购买服务项目,弋阳县城市管理局,弋阳县南岩镇白马大道弋阳县城市管理局,0793-5821561,星原城市服务科技集团有限公司,合肥市包河经济开发区延安路 16 号合肥宏大环保设备有限公司研发楼301—303室,徐曼,服务,服务要求,1,详见合同,1951.075049,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,江西省南昌市南昌高新技术产业开发区艾溪湖北路688号中兴南昌软件产业8号厂房北座四层 代理机构联系方式: 0791-82229688,江西省,服务业,江西省铜咨招标咨询有限公司,zhongbiao_1767007451_15.txt,zhongbiao
JXJS-XSZC05-001,［江西省公共资源交易平台］修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）结果公示,JXJS-XSZC05-001,修水县生活垃圾应急（飞灰固化物）填埋运营管理（第二次）,修水县城市管理局,九江市修水县沿江路449号,15390811928,江西泽和环保科技有限公司,江西省上饶市鄱阳县田畈街镇千秋公馆鄱阳府2幢1层107-108号商铺,苏文,其他,服务要求,1,详见合同,154.993800,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,修水县鸿祥小区4栋 代理机构联系方式: 15870007112,江西省,其他,江西久实科技咨询服务有限公司,zhongbiao_1767007470_16.txt,zhongbiao
JXLX2025-XF-C024）电子化竞争性磋商的成交结果公告（不见面开标）,［江西省公共资源交易平台］江西六禧招标咨询有限公司关于江西省信丰县交通运输局2025年信丰县X065油山至深坑公路养护大中修工程项目（项目编号:JXLX2025-XF-C024）电子化竞争性磋商的成交结果公告（不见面开标）,JXLX2025-XF-C024）电子化竞争性磋商的成交结果公告（不见面开标）,2025年信丰县X065油山至深坑公路养护大中修工程项目,信丰县交通运输局本级,江西省赣州市信丰县阳明中路59号,18170699232,江西驰通万建设工程有限公司,江西省赣州市宁都县梅江镇中梁壹号院D4地块115号商铺,黄瑞,工程,详见招标文件,1,详见合同,272.120000,详见合同,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,信丰县嘉定镇迎宾大道中段（博大新城1号楼9号） 代理机构联系方式: 0797-3292649,江西省,交通运输,江西六禧招标咨询有限公司,zhongbiao_1767007472_17.txt,zhongbiao
GZWW2025-RJ-J008-1品目二）的结果公示,［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（常规班）（项目编号：GZWW2025-RJ-J008-1品目二）的结果公示,GZWW2025-RJ-J008-1品目二）的结果公示,瑞金市2025年高素质农民培训服务（常规班）,瑞金市农业农村局,瑞金市红都大道21号,18879704323,瑞金市瀚元职业培训学校,江西省瑞金市叶坪镇脚陂村合龙圩,钟丽红,服务,服务要求,1,详见合同,20.600000,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,瑞金市象湖镇红都大道阳光瑞景1#-18铺 代理机构联系方式: 19323924571,江西省,教育,赣州无为招标代理有限公司,zhongbiao_1767007474_18.txt,zhongbiao
FZHC2025G001）成交结果公示,［江西省公共资源交易平台］抚州汇采项目管理咨询有限公司关于抚州市临川区应急医疗救助体系建设项目智能化设备采购 （项目编号：FZHC2025G001）成交结果公示,FZHC2025G001）成交结果公示,抚州市临川区应急医疗救助体系建设项目智能化设备采购,抚州市临川区卫生健康委员会,江西省抚州市临川区临川大道中段卫健大楼,13879447200,中国移动通信集团江西有限公司抚州分公司,江西省抚州市抚州高新技术产业开发区迎宾大道333号,郭泓,设备,详见招标文件,1,详见合同,458.855800,详见合同,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,江西省抚州市抚州高新技术产业开发区安石大道2999号(华美立家建材家居广场)31栋3-9室 代理机构联系方式: 18179499961,江西省,医疗健康,抚州汇采项目管理咨询有限公司,zhongbiao_1767007476_19.txt,zhongbiao
GZWW2025-RJ-J008-1品目一）的结果公示,［江西省公共资源交易平台］赣州无为招标代理有限公司关于江西省瑞金市农业农村局瑞金市2025年高素质农民培训服务项目（农机驾驶员培训专题班）（项目编号：GZWW2025-RJ-J008-1品目一）的结果公示,GZWW2025-RJ-J008-1品目一）的结果公示,2025年瑞金市高素质农民教育培训服务(农机驾驶员培训专题班）,瑞金市农业农村局,瑞金市红都大道21号,18879704323,赣州农业学校,江西省赣州市赣县区城北教育园区,黎宏健,服务,服务要求,1,详见合同,28.590000,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,瑞金市象湖镇红都大道阳光瑞景1#-18铺 代理机构联系方式: 19323924571,江西省,教育,赣州无为招标代理有限公司,zhongbiao_1767007478_20.txt,zhongbiao
赣鑫磊政采字[2025]37号,［江西省公共资源交易平台］江西鑫磊工程造价咨询有限公司关于吉安市中心人民医院被服等租赁（含洗涤）服务采购项目（编号：赣鑫磊政采字[2025]37号）结果公告,赣鑫磊政采字[2025]37号,被服等租赁（含洗涤）服务采购项目,吉安市中心人民医院,吉安市吉州区井冈山大道106号、吉安南大道80号,0796-8999212,吉安智布云科技有限公司,江西省吉安市井冈山经济技术开发区新工业园控规 B19- 1-2 地块 6#厂房1 层,庄炎兴,服务,服务要求,1,详见合同,0.009600,服务标准,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,江西省吉安市吉州区井冈山大道173号汇金广场五楼 代理机构联系方式: 0796-8289802,江西省,服务业,江西鑫磊工程造价咨询有限公司,zhongbiao_1767007482_1.txt,zhongbiao
JXBJ25121385802）竞争性谈判成交公告,［江西省公共资源交易平台］江西省百巨招标咨询有限公司关于东华理工大学矢量网络分析仪采购项目（项目编号：JXBJ25121385802）竞争性谈判成交公告,JXBJ25121385802）竞争性谈判成交公告,东华理工大学矢量网络分析仪采购项目,东华理工大学,江西省南昌市广兰大道418号,0791-83879342,上海何亦仪器仪表有限公司,上海市闵行区银都路2688弄41号212室,罗何燕,其他,详见招标文件,1,详见合同,17.960000,详见合同,公开招标,2025年12月29日 18:45,2025年12月29日 18:45,江西省南昌市红谷滩区庐山南大道1999号保利高尔夫花园配套中心3#商业楼店面110-113室 代理机构联系方式: 0791-85239887,江西省,其他,江西省百巨招标咨询有限公司,zhongbiao_1767007485_2.txt,zhongbiao
1411992025CCS00380,吕梁市机关事务服务中心竞争性磋商市直机关公务用车租赁服务项目结果公告,1411992025CCS00380,市直机关公务用车租赁服务项目,吕梁市机关事务服务中心,,0358-8235342,,,崔英英,服务,服务要求,1,详见合同,61.320000,服务标准,公开招标,2025年12月29日 18:43,2025年12月29日 18:43,代理机构联系方式: 0351-6282600,山西省,服务业,,zhongbiao_1767007487_3.txt,zhongbiao
,宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告,,宜昌市点军区环卫设施更新改造升级项目（餐厨垃圾处理及配套设备购置）中标结果公告,宜昌市点军区城市管理执法局,,0717-6671350,大楚环保（湖北）有限公司,湖北夷陵经济开发区高铁北站产业园兴业一路3号,李国,设备,详见招标文件,1,详见合同,1152,详见合同,公开招标,2025年12月29日 18:42,2025年12月29日 18:42,代理机构联系方式: 13477857730,湖北省,设备采购,,zhongbiao_1767007494_4.txt,zhongbiao
[350201]AFX[GK]2025005,厦门市公安局巡特警支队物业管理服务结果公告（采购包1）,[350201]AFX[GK]2025005,厦门市公安局巡特警支队物业管理服务,厦门市公安局巡特警支队,,,厦门住总物业管理有限公司,厦门市思明区屿后南里223号翔辉大厦5楼,富梅、张宝丽,报价明细内容,服务要求,1,详见合同,"6,030,000.00元",单位,公开招标,2025年12月29日 18:42,2025年12月29日 18:42,江头台湾街天地花园C座6楼 代理机构联系方式: 0592-5575766、0592-5528542,福建省,服务业,厦门市丰信采购招标有限公司,zhongbiao_1767007500_5.txt,zhongbiao
,2025年度土地供应相关工作技术服务中标成交公告,,2025年度土地供应相关工作技术服务中标成交公告,襄阳市自然资源和城乡建设局本级,,0710-3527705,襄阳市测绘研究院,湖北省襄阳市樊城区中原路22号,李工,服务,详见采购文件,1,详见合同,54.200000,自合同签订之日起至2026年5月31日,公开招标,2025年12月29日 18:42,2025年12月29日 18:42,代理机构联系方式: 13207242655,湖北省,服务业,,zhongbiao_1767007503_6.txt,zhongbiao
JXZFCG-2025-029,金信联合建设咨询有限公司关于良渚街道社区卫生服务中心医用气体管道系统采购项目中标(成交)结果公告,JXZFCG-2025-029,良渚街道社区卫生服务中心医用气体管道系统采购项目,杭州市余杭区人民政府良渚街道办事处,,0571-88771392,,1,郑工,服务,详见招标文件,1,详见合同,238.181800,详见合同,公开招标,2025年12月29日 18:42,2025年12月29日 18:42,代理机构联系方式: 19817430261,浙江省,医疗健康,,zhongbiao_1767007508_7.txt,zhongbiao
