商品名称,关键词,链接,价格,供应商,地址,图片链接,描述,来源,采集时间,collection_time,product_category,supplier
生产加工保险柜生产厂家 家用办公保险箱 交货周期短,保险柜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1760523161260073153&query=%E4%BF%9D%E9%99%A9%E6%9F%9C&logid=1300225549250135633&brand=&timeSignOri=1768639207&xzhid=44068659&iswapurl=0&category=%E5%AE%89%E5%85%A8%E9%98%B2%E6%8A%A4%3B%E9%98%B2%E7%9B%97%E8%AD%A6%E6%8A%A5%3B%E4%BF%9D%E9%99%A9%E6%9F%9C&iid=effcdd45d207190175721b590b02267f&qid=6391110673906334&sv_cr=0&jid=1768962745&uign=12c08bf2bd38e3297a8e44b1dc2bfae2&lattr=ot,840.00元/台,河北驰兴柜业有限公司,武邑县肖桥头镇肖桥头村,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=330773043,1893192854&fm=199&app=68&f=JPEG?w=750&h=750&s=6F321CC5745F11CA543048170300C0C3",类别：安全防护;防盗警报;保险柜,百度爱采购,2026-01-17 16:40:34,2026-01-17 16:40:34,办公,河北驰兴柜业有限公司
高清管道内窥镜 室内下水道家庭排水管检测 探头IP68 管道检测,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1841757505526331457&lattr=ot&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&srcId=27729&brand=&category=%E6%9C%BA%E6%A2%B0%E8%AE%BE%E5%A4%87%3B%E9%80%9A%E7%94%A8%E8%AE%BE%E5%A4%87%3B%E5%B7%A5%E4%B8%9A%E6%9C%BA%E5%99%A8%E4%BA%BA&uign=1d8b05a76ef749fe348418668654b705&iid=ff69eadcdb90d180cb3aa8f2e12ff51a&timeSignOri=1768639610&xzhid=67124810&miniId=8469&qid=9241056&sv_cr=7&jybHlth=0&jyb_contract_id=12376500005&jybtf=14&ii_pos=0&nquery=%E5%86%85%E7%AA%A5%E9%95%9C&jid=3286630190,2280.00元/台,深圳市东熙汇通科技有限公司,"深圳市龙华区观澜街道新澜社区观光路1301-74号银星智界4号
ull508B","https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1786540846,3298649355&fm=199&app=68&f=JPEG?w=375&h=375&s=9107DC125EB447A9860538CC0300F0B0",类别：机械设备;通用设备;工业机器人,百度爱采购,2026-01-17 16:46:52,2026-01-17 16:46:52,其他,深圳市东熙汇通科技有限公司
便携式工业内窥镜-视频成像清晰彩色还原真实-华视G10系列,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fwww.baidu.com%2Fbaidu.php%3Furl%3DK60000aOyXBElcxbQ69H-n0KegBldNTYo5T0j-mvCaUWNMJBjIwJQ9yxnoxtjUCgmX6rOzBpALWYEEWq9j_-6QoC-87VoXvgduoj6RR69MpB6MU_zXgL8DIHIgbP3H2hW3rTjSeiXEv4I3b96GY4DWzbgffQYpdVear81oDZMYF4gxJ_kaPY8Svr5kntBfqMUyPHTGk_Zx_vOmalLGw-YSQvv5MD.DY_NR2Ar5Od66EzgSNerQ0BaB17ILkngeqXVM_lIXOIk3G_HvyyNd_sse3mX1x3LUAperEG84pAWA-B81o-knTTh1GlXP-XSEoYTPyFWW__lxAzEIddrIIZqeh2OZWYS5W8Lde_MHEtI-xH8vImgwRFhmpZL8m34rMFuuuuuud9JmtILySe-SWDk7SO7Z7-B3mEveSzUQS9kOPSOYkkxVvNkXPj9BOx_OgJoSEw7SOuZJoOf8dNvIXBr6kS9SOSE4xfeSWwtLxlOOKS9gOvrv28zr28Z9hOxE3OholUG_VMj7-BWdNsq_ygeqDyEk8LxEkTm_8MqTyg4gyp51xj8YX5eXaevxegO0dpOOKGoOeZO6YOVOqWOspxC3S1HN3OJm54ZSEOsxMOxSglO1uUrnvyS5tvg42N9h9mzur1uYJ0.uMfqnfK8IjYs0AFL5H00THLDvoOlEoR0pgPxIv-zuyk-TLnqn0KbugmqnfK9TZKGujY3nfK-m1Y1nHDd0APVmgwWpjYznH0L0A-V5HcknjT0mgPz5HR0IZRqn1c3PWm1njD4nfKdThsqpZwYTZnlQzqBnhc8mh7GuZR8mvqVQvk9UhfOpyfqmW-huhDYPhm4PHn1uHK-Pj0snH79mvn4mvnYrHIbrADknausThqbgLw4TARqnH0hph-b5Hnzrjmvn10krHDhXZGCpyfqn16sPWTsnHRhuvqEuZPFujYkP1nvP1TdrHDdnWm4P16kPWR3FhPEUMwzmyPYiyfqn1cvnW0snj0snauWpjYLPiuBu7qvpyfqUb98Tv4JUMG8NvcYThGRndKcPMP8N10kUWIYXh4cnDkMnRu3Ub6sTvTkNAwMnH0hXZPY5NwcHDwvUYq_wyqiidfkyyV8nHK1UW7WXMFcmWPfnHubThCsXh4JUMPMnyPoUhGFXA4hPvfdiA31UhGVHA4JwAfsXNKjPgbLNLNbTRGmuvuQUH7uivdgyRVVIWPkUy6LwLNpRbVwiDwnRACsnLFJmMPfpbf0TZFEujdBryuhmHfvuWbdn1P-nARYnj0kny7Wm1-Wm1f4Pvf3mfK3TLwd5Hn3njmLnjDd0ZwV5H00TA-b5Hf0mLFW5HDLrHn1&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&srcId=27729&brand=%E5%8D%8E%E8%A7%86%E5%86%85%E7%AA%A5%E9%95%9C&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%89%A9%E6%80%A7%E6%B5%8B%E8%AF%95%E4%BB%AA%E5%99%A8%E5%8F%8A%E8%AE%BE%E5%A4%87%3B%E6%97%A0%E6%8D%9F%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8&uign=6778f60e56bf778749d581a6fc24c634&iid=b9ffa46f9533e0e40011acc9cc497d8a&timeSignOri=1768639610&xzhid=38067015&miniId=8469&qid=9241056&sv_cr=10&jyb_contract_id=3262000000&jybtf=14&ii_pos=1&nquery=%E5%86%85%E7%AA%A5%E9%95%9C&jid=3286630191&aid=771461259037730079,15.00万/套,深圳华视内窥镜有限公司,深圳市龙岗区园山街道大康社区志鹤路98号邦彦绿谷工厂4栋1101,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=633535799,2497780443&fm=199&app=68&f=JPEG?w=375&h=375&s=4BA63C6249915FF9C7F5B1CF0200A0E3",类别：仪器仪表;物性测试仪器及设备;无损检测仪器,百度爱采购,2026-01-17 16:46:53,2026-01-17 16:46:53,其他,深圳华视内窥镜有限公司
[现货]Olympus奥林巴斯内窥镜吸引按钮MAJ-207,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1797545641908826468&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E5%A5%A5%E6%9E%97%E5%B7%B4%E6%96%AF&timeSignOri=1768639610&xzhid=53690603&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=ef62a5f8f3cd32e1f4b4670eb5fbdcdd&qid=6391219122889550&sv_cr=0&jid=2843763534&uign=208f33cfd5eb07ff67c8ae4c7de0770b&ii_pos=0&nquery=,面议,成贯仪器（上海）有限公司,上海市宝山区地杰路58号1幢1层B区320室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2713693506,2995896784&fm=199&app=68&f=JPEG?w=750&h=750&s=4AA23E625BF54286CE4568D60000C0A0",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:53,2026-01-17 16:46:53,其他,成贯仪器（上海）有限公司
尿道膀胱镜专为泌尿系统检查与微创治疗设计的内窥镜,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1839684633252306848&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E8%81%9A%E7%BE%8E&timeSignOri=1768639610&xzhid=41630958&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=ec1f897cf0ed8c63fcad4ad4c6f3651a&qid=6391219122889550&sv_cr=0&jid=2843763535&uign=1a65b05873008ca472a63f020f126665&ii_pos=1&nquery=,面议,徐州市广科新技术发展有限公司,徐州高新技术产业开发区漓江路15号安全科技产业园B1-101,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3253831505,863594708&fm=199&app=68&f=JPEG?w=750&h=750&s=7C85EF1E4B5A60CE0EFD79EA0200703A",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:54,2026-01-17 16:46:54,其他,徐州市广科新技术发展有限公司
史克斯全国招商 五官科检查器械 4K内窥镜荧光摄像系统 高清成像,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1820818774764345043&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=SYKERS+%E5%8F%B2%E5%85%8B%E6%96%AF&timeSignOri=1768639610&xzhid=56659244&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=d0991a733af0362b58c435438b22fd0f&qid=6391219122889550&sv_cr=0&jid=2843763536&uign=37f40faf243533cd2d188555297d883&ii_pos=2&nquery=,面议,徐州史克斯光电科技有限公司,徐州高新技术产业开发区银山路西侧、漓江路南侧E2#1-203室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2110785327,359333371&fm=199&app=68&f=JPEG?w=750&h=750&s=B983CF164A0646C8B211B0CB0300F033",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:54,2026-01-17 16:46:54,其他,徐州史克斯光电科技有限公司
电子下消化道内窥镜 投放合作 分期付款 CE-130,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1819856503351207321&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E5%8C%BB%E5%85%89&timeSignOri=1768639610&xzhid=30863697&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=9b93e1e3572afd3135e4e3b36e534d3d&qid=6391219122889550&sv_cr=0&jid=2843763537&uign=4ab34d0b23191a03d065f78ece03392&ii_pos=3&nquery=,面议,武汉宏康世纪科技发展有限公司,武昌区北港村南国南湖城市广场2栋5层11室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1999715104,3490311910&fm=199&app=68&f=JPEG?w=750&h=750&s=7912689E00466FEB58241DCB0300B01C",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:55,2026-01-17 16:46:55,电子,武汉宏康世纪科技发展有限公司
现货批发耳鼻喉内窥镜BD-1鼻镜 EJ-1耳内镜 HJ-1喉镜,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1768459572395266685&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=HD&timeSignOri=1768639610&xzhid=45708542&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=680419a02fe1b3bba0eef7fd7c3c8afc&qid=6391219122889550&sv_cr=0&jid=2843763538&uign=2a5a633e0dfa0bd6473fbeca74c9cd84&ii_pos=4&nquery=,面议/把,徐州市恒大电子有限公司,徐州市人民家园1号楼10层03室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=218834779,1447117776&fm=199&app=68&f=JPEG?w=750&h=750&s=51A4B0554C14C9CE43A10DD3010080B2",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:55,2026-01-17 16:46:55,其他,徐州市恒大电子有限公司
五官科国产高清摄像系统医用耳鼻喉内窥镜CS600AI,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1767833654119274806&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=&timeSignOri=1768639610&xzhid=31112692&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=b545a7f5e1d2ebc392c15653e40fbda0&qid=6391219122889550&sv_cr=0&jid=2843763539&uign=3e5a688289454c977dadcf0e7f801f3c&ii_pos=5&nquery=,面议/台,武汉汉诺康科技发展有限公司,武汉市东湖新技术开发区汤逊湖北路以西、滨湖路以北理工大科技园研发基地二期一标段第A1号楼4层2号（一照多址）,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2686288637,1891980461&fm=199&app=68&f=JPEG?w=750&h=750&s=7891079A481677CA1A9400500300F0E1",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:56,2026-01-17 16:46:56,其他,武汉汉诺康科技发展有限公司
光学硬镜骨科关节内窥镜国产【聚美】源头厂家,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1831982285037000665&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=JM&timeSignOri=1768639610&xzhid=64879498&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=3741139d2d5299db46f43e33a2359015&qid=6391219122889550&sv_cr=0&jid=2843763540&uign=ca7bf0548c852e1149fbf66022fc39a&ii_pos=6&nquery=,面议,江苏聚美电子科技有限公司,徐州高新技术产业开发区漓江路国家安全科技产业园C1号楼101室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2152355988,3561365916&fm=199&app=68&f=JPEG?w=750&h=750&s=7E8874234B0E54CC0A7155C20200F0B4",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:56,2026-01-17 16:46:56,其他,江苏聚美电子科技有限公司
国产医用耳鼻喉内窥镜 检查治疗台 五官科检查内窥 镜综合诊疗台,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1799829524593781278&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E5%87%AF%E5%B0%94&timeSignOri=1768639610&xzhid=43737467&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=fa39900fb73800820fce87b232afe414&qid=6391219122889550&sv_cr=0&jid=2843763541&uign=7816d592611aedbd1ed83ec9abffe86e&ii_pos=7&nquery=,面议,徐州凯尔生物科技有限公司,徐州经济技术开发区凤舞路27号,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=1989834143,1612105557&fm=199&app=68&f=JPEG?w=750&h=750&s=5182FC16436E56AD91E090D803004035",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:56,2026-01-17 16:46:56,其他,徐州凯尔生物科技有限公司
美创电子胆道内窥镜DD-4220 国产 适用所有人群 全国联保,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1833980494457384867&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E7%BE%8E%E5%88%9B&timeSignOri=1768639610&xzhid=65492517&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=4d65645292d81194719d799fe12e506b&qid=6391219122889550&sv_cr=0&jid=2843763542&uign=c0e79a2f80803b028065a433b1a860c,面议,上海忆言医疗器械有限公司,上海市青浦区华新镇嘉松中路1835号3幢3层A303室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=675069510,3189650258&fm=199&app=68&f=JPEG?w=485&h=534&s=3A22970A4B76A6DC5A70AB970300F085",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:57,2026-01-17 16:46:57,电子,上海忆言医疗器械有限公司
专业医用内窥镜摄像系统宫腔内窥耳鼻喉内 窥镜一台批发,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1818568371241060101&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E5%BE%90%E5%B7%9E%E6%96%B0%E6%8B%93&timeSignOri=1768639610&xzhid=59051327&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=32bc63634e4d010389a661ed027b787f&qid=6391219122889550&sv_cr=0&jid=2843763543&uign=33e2c307bf7e487f32149d4882da08c,面议,徐州新拓生物科技有限公司,江苏省徐州经济技术开发区徐海路路北318号4号楼2楼201室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1223386407,2700478355&fm=199&app=68&f=JPEG?w=750&h=750&s=F2147C8E422E66AFDEECA9CA030010B5",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:57,2026-01-17 16:46:57,其他,徐州新拓生物科技有限公司
成运 电子上消化道内窥镜 胃肠镜检查设备 GVE-2900,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1814501082633240272&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E4%BC%81%E6%99%9F&timeSignOri=1768639610&xzhid=8144305&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=9c5ea7ac1822324b49fec12204a2c714&qid=6391219122889550&sv_cr=0&jid=2843763544&uign=31fe49e97c68309a2395ad5e59fc9100,面议,企晟（上海）医疗器械有限公司,上海市浦东新区芙蓉花路500弄4-5号101室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3060614457,2157807079&fm=199&app=68&f=JPEG?w=600&h=600&s=91B7ED3233AB66ADDEF438C60200F0A0",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:57,2026-01-17 16:46:57,设备,企晟（上海）医疗器械有限公司
日本进口奥林巴斯胃肠镜上消化道内窥镜 民营代理商 全国皆可发货,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1847215170883895698&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E6%97%A5%E6%9C%AC%E5%A5%A5%E6%9E%97%E5%B7%B4%E6%96%AF&timeSignOri=1768639610&xzhid=29814383&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=4d8e50d5b517b49e37b1ee7f0d02800d&qid=6391219122889550&sv_cr=0&jid=2843763545&uign=978f7b5985a3eb07ae9a140fb9347c7,面议,武汉宜美医疗设备有限公司,湖北省武汉市洪山区八坦路165号张家湾科技孵化大楼11层1105室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2877588606,3397613794&fm=199&app=68&f=JPEG?w=750&h=750&s=9882EC12C08476EA47BC5CD50300A0A0",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:58,2026-01-17 16:46:58,其他,武汉宜美医疗设备有限公司
喉内窥镜 五官科使用光学硬管镜 诊断检查咽喉部病变 高清 优渥生物,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1818921260201140028&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E6%B1%9F%E8%8B%8F%E4%BC%98%E6%B8%A5&timeSignOri=1768639610&xzhid=50259029&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=507f9e922fe37a2e0efdfcc4d16f89f3&qid=6391219122889550&sv_cr=0&jid=2843763546&uign=39097dcd77af25f05ddd132f85c86600,面议,江苏优渥生物科技有限公司,徐州高新技术产业开发区银山路东漓江路南徐州国家安全科技产业园C1-207-1室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1554752230,3349249447&fm=199&app=68&f=JPEG?w=750&h=750&s=59A83C72454E47EF127DF0C80300E0B0",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:58,2026-01-17 16:46:58,其他,江苏优渥生物科技有限公司
高清光学阴道内窥镜妇科私密宫颈检查超清数码电子阴道镜宫内镜,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1795746746649746889&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E5%87%AF%E5%B0%94&timeSignOri=1768639610&xzhid=50623605&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=62f65db83385f99317e7ef1e92ae4bad&qid=6391219122889550&sv_cr=0&jid=2843763547&uign=1b7be7bf3c713cc1170a6ebbe88b0eb5,面议,医宠教育咨询徐州有限公司,江苏省徐州经济技术开发区金龙湖街道凤舞路27号黄色综合楼401,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=104594806,504707795&fm=199&app=68&f=JPEG?w=750&h=750&s=06E7D9164AD645EB5FD996FA0300003D",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:59,2026-01-17 16:46:59,电子,医宠教育咨询徐州有限公司
医用检查鼻腔鼻咽部内部 鼻窦内窥镜及附件 多款配置多种规格可选择,内窥镜,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1829708197439248555&query=%E5%86%85%E7%AA%A5%E9%95%9C&logid=1300322998785802030&brand=%E7%BE%8E%E5%BA%B7&timeSignOri=1768639610&xzhid=31176479&iswapurl=0&category=%E5%8C%BB%E8%8D%AF%E4%BF%9D%E5%81%A5%3B%E5%8C%BB%E7%96%97%E5%99%A8%E6%A2%B0%3B%E5%8C%BB%E7%94%A8%E5%85%89%E5%AD%A6%E5%99%A8%E5%85%B7%2F%E4%BB%AA%E5%99%A8%E5%8F%8A%E5%86%85%E7%AA%A5%E9%95%9C%E8%AE%BE%E5%A4%87&iid=f0ddc179edf63f4531d6b2ed282ab112&qid=6391219122889550&sv_cr=0&jid=2843763548&uign=216c95a78b1ff1ae2881cb01bef129f2,面议,徐州爱迪尔国际贸易有限公司,徐州市泉山区火花街道办事处群英社区68号2-202，3-202,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2119379697,3465279114&fm=199&app=68&f=JPEG?w=750&h=750&s=B4B664325F5A63C44EFC60CA020080B1",类别：医药保健;医疗器械;医用光学器具/仪器及内窥镜设备,百度爱采购,2026-01-17 16:46:59,2026-01-17 16:46:59,其他,徐州爱迪尔国际贸易有限公司
